¹,1,2,3,4,5,6,7,7-2,7-v,8,9,9-2,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,"18
https://youtu.be/kifStyQPuxE","cba
https://youtu.be/j0FJY3r7dhQ","13512
https://youtu.be/B_r7kOK3PJo?t=1195","110
https://youtu.be/o23Kf8FZ09E",1066,"18
https://youtu.be/BaG7r0pMNfE","1024
https://youtu.be/xFsOWbdyQP0",,,"36
https://youtu.be/8G8WYnr6iRY",1496,,8,26244,5355,"11
https://youtu.be/Go5gGS7NvBw","105
https://youtu.be/FkUP0Tlfn7U","18
https://youtu.be/boscpfXwG8M","1
https://youtu.be/DPnoUsko0fc",643 1026,4507 3066,"16
https://youtu.be/B_r7kOK3PJo?t=10682","18
https://youtu.be/B_r7kOK3PJo?t=10682","954
https://youtu.be/B_r7kOK3PJo?t=10682",,5,vkgfZN80,4961 497009,1269 41,140 73641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,"20
https://youtu.be/JohE4meKTNQ ","bac
https://youtu.be/HafX-idFOj0",1106535,"100
https://youtu.be/0mv0SO3_Muc",1094,"20
https://youtu.be/TCfDQK5qxPo","3072
https://youtu.be/JpypFjNALuE",,,"240
https://youtu.be/tiOo-Pv1HkE",1720,,35,172,2288,"240
https://youtu.be/XOK4QxUqr1U","1032
https://youtu.be/S5rRvvnlmgw","23
https://youtu.be/jpDq_gZ5u_w","25
https://youtu.be/4EAh5QpI-04",11572 19044,1849 1534,41,24 34,15,,43,xEA541,10013 404258,663 1432,149 249464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,"83
https://youtu.be/brUmqHBPq2Q","abc
https://youtu.be/97NhvUzIFEA",712936,"1100
https://youtu.be/rWHIGNUbdy8",1497,"62
https://youtu.be/H1vdek0-yk8","64
https://youtu.be/DC3nULu2K6M",,,"24
https://youtu.be/2YvJy30WmuY",229,,68,"293
https://youtu.be/B_r7kOK3PJo?t=6061",5533,"3
https://youtu.be/k9PYEG6ZX7Y","2023
https://youtu.be/fEMH7f9CRvk","18
https://youtu.be/jpDq_gZ5u_w","406
https://youtu.be/bSMC64TrNp4",72903 10609,1163 1203,36,18 33,32 34,,393,zrqjWRC1,23707 220778,79 11,101 111215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,"24
https://youtu.be/YBw4LG1M5GU","cba
https://youtu.be/-lJpKWuX7nk",76710,"0010
https://youtu.be/_LBkA6ylbcc ",1596,"41
https://youtu.be/9r1ehkXkkgk","28
https://youtu.be/QdhTqX7D9os",,,"84
https://youtu.be/X3kjas2aYHk",54,,164,26,288,"4
https://youtu.be/thTMcfN6KcU","5
https://youtu.be/1_q_YRAJcdo","11
https://youtu.be/YbeREBVp9rA",3654,947 3602404,12609,63,36 60,57,,11,14,38621 158934,1261 211, 8055 1097332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,"34
https://youtu.be/gnp6VssIra4","cab
https://youtu.be/w508vlu8QL4",1864,"11
https://youtu.be/GneJsVCsmS0",7030,"5
https://youtu.be/H0I1dZdmJbg","513
https://youtu.be/-grT_QpyQHk",,,"1320
https://youtu.be/ACGeMbDfAkg",4757,,31,63,553,"5
https://youtu.be/nexGJmAJ5kg  ","8
https://youtu.be/gIQXHKLsepQ","14
https://youtu.be/rt3h2TGRZZQ",23750,82 327429025,1553 2545,76,50 73,35,,1,353204,14216 270732,439 26, 70 464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,"10
https://youtu.be/subPBE_e5Uk ","acb
https://youtu.be/uduvWotNPN8",237490,"110
https://youtu.be/jwnjMafALII ",9363,"24
https://youtu.be/44zkgxfeZAM","4
https://youtu.be/AlF6q-ipzAk",,,"216
https://youtu.be/-8FOCvocqyQ",787,,38,136,88,"6
https://youtu.be/XGdLWZudKsE","897
https://youtu.be/xTdWJKmj1Kg",6,3712,25708 251775,721 640,13,14 16,15 17,,19,44701,241 325167,194534 642,5773 188528728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,"10
https://youtu.be/--_G1tELS0M","yxz
https://youtu.be/7Wh5u9tuRWk",431900,"1100
https://youtu.be/VSIRQq2KNNs",9616,"76
https://youtu.be/wUxonYO95gs","65536
https://youtu.be/IfFicjGeByY",,,"90
https://youtu.be/8sRPAOPpR-8",754,,18,38,553355,"7
https://youtu.be/TArBD9vcxgI","757
https://youtu.be/BdlarVNefWI",42,24552,18058 876157,383 318,92,43 44,29,,27,563,274 318449,194534 140,27716 264657904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,"49
https://www.youtube.com/watch?v=yIw_Wrxb-uk","zxy
https://youtu.be/bXiYRJLEQYU",2254700,"14
https://youtu.be/g6FNJ3PLSEg",9656,"10
https://youtu.be/8kfLWfe1dmE","65536
https://youtu.be/eCZB1bm0yLo",,,"120
https://youtu.be/AyRk_0aJAS8",401,,100,44,28,"8
https://youtu.be/ZGTO90W_23Y","231
https://youtu.be/mQxr4BXsiYo",90,125787,69374 1120,2534 1336,7,8 23,28,,56,993,331 388644,14 120,128822 6201378713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,"10
https://youtu.be/xXJLCjR3XI0","xzy
https://youtu.be/_u4eJzpzCW8",265675,"1011
https://youtu.be/fUZrTERyoOE",9595,"21
https://youtu.be/ahEf-OCKWjo","489
https://youtu.be/wonIGVlRgwo",,,"420
https://youtu.be/sHJM4wAzU5I",4490,,29,37,53,"9
https://youtu.be/XJileMhmIfE","8
https://youtu.be/a3fn_Q8jZuY",36,5201982,2 10496,2679 1250,22,11 21 ,18,,34,28,434 81412,192 86,1268077 457260989979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,"28
https://youtu.be/arZLC8Wqclw","zxy
https://youtu.be/VFzr0p1-b8c",1691,"010
https://youtu.be/eFbwbn3EGC0",3969,"21
https://youtu.be/CMCcxCuWmYI",201,,,"180
https://youtu.be/byHuvmbGqSQ",1033,,17,5,2288,"10
https://youtu.be/e6gTNfedSis","8
https://youtu.be/bliIm7CXltI",54,"118
https://youtu.be/OPFRAhetWVc",19 1020,2569 1028,38,17 18,16,,6,29,365 604227,196 335,409 69383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,"17
https://youtu.be/YGmGTpLMDD4","yxz
https://youtu.be/r6QDR5ClGz8",2310,"011
https://youtu.be/S0dKrbcjBCU",1464,"7
https://youtu.be/b8K9BoUGjck",344,,,"140
https://youtu.be/bglaapeUboE",984,,11,28800,5335,"11
https://youtu.be/6DGAjkgogok",237,3,"23
https://youtu.be/Xg95j0_ir9Q",73 50000,2443 1155,29,25 28,24,,881,236815,231 508049,27994 245,62 129952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,22,"cba
https://youtu.be/2rL9i_TWneQ",26,"101
https://youtu.be/rQc4-Z4u8hQ",4979,"28
https://youtu.be/0DzL_B7GWtM",128,,,"ÎÓÀÓÓ
https://youtu.be/l6mOOq0wfgU",1025,,5,152,8,"16384
https://youtu.be/eUkygE2SRsI",368,21,"578
https://youtu.be/VPaRy6WQGVM",252089 8527,13004,14,11 13,10,,40,10,"279841 12167
707281 24389
923521 29791",2873 267,253 725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,"18
https://youtu.be/ODFd9yuZ0GM","abc
https://youtu.be/czFczEYOLT8",112,"000
https://youtu.be/FatYso3-gKk",9956,"30
https://youtu.be/0AbaiezNbCc",8,,,"ÜÍÅÅ
https://youtu.be/hpVbY9UTXfk",1114,,13,560,55335,"4096
https://youtu.be/iQ-SU526MK4",374,15,358,555 5005,33480,27,24 26,23,,18,18,"1874161 50653
2825761 68921
3418801 79507",38 2460,164 16559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,"20
https://youtu.be/n96zZqRGFk0","bac
https://youtu.be/fP0MiIb1yZM",179080,"1000
https://youtu.be/dOHy_bVwSXU",9926,52,15,,,"72
https://youtu.be/OmkwPqf21b0",690,,7,2320,228,"64
https://youtu.be/jt9mqh6kNzw",162,12,8388608,3172 12479,1172 1771,10,9 22,21,,116,17,"4879681 103823
7890481 148877",16 1345,1473 225402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,"108
https://youtu.be/wu_7TuJYeow","bca
https://youtu.be/o72Es-xcA0w",2089,"00
https://youtu.be/K5g3HOUA3XI",9950,"5
https://youtu.be/B_r7kOK3PJo?t=3130
https://youtu.be/XbkrTuZVY4M",20,,,"36
https://youtu.be/x8Br8ETCEDc",3196,,55,4864,858,"32
https://youtu.be/LFv2GYLOV5s",>,18,24,284 7525,491 2071,8,4 5,3,,80,20137,"12117361 205379
13845841 226981
20151121 300763",895 488,4943497 499327179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,"14
https://youtu.be/jKtVGGAPog0","cab
https://youtu.be/uVoNAKe2BhA",383,"10
https://youtu.be/CWx395fPpsg",9464,"72
https://youtu.be/lZuJxaitupw ",2048,,,"12
https://youtu.be/B8RYeajnu_4",174,,15,147,5,"2048
https://youtu.be/ccBOPQpNla0",>,16,36,810 15893,1263 2489,12,4 10 ,9,,83,19857,"62742241 704969
88529281 912673",1 644,69572 1861699580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,"78
https://youtu.be/B6B-jLan5IY","cba
https://youtu.be/qtatE-a3Dgk",375,"111
https://youtu.be/FN13IhVcpmY",9676,"42
https://youtu.be/7LpfhoXGjYk",288,,,"6
https://youtu.be/AfKTUL6rhZo",133,,9,512,338,"64
https://youtu.be/iiP8YaHDm-A",<,7,"8266912626
https://youtu.be/TD1sz8twGyg",12990 3630,1204 2562,,,,,79,40451,"112550881 1092727
131079601 1225043
141158161 1295029",1957 4095,352 347265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,"18
https://youtu.be/S7lGBhDe0JQ","acb
https://youtu.be/70HJDqZ4-nk",420,"0110
https://youtu.be/x8NswWrmfOQ",1194,"159
https://youtu.be/cj5KTyiEgNU",32,,,"480
https://youtu.be/plbetJQGcUk",184,,11,12,388,"8192
https://youtu.be/3gnp2krL2sc",<,12,"347280657273
https://youtu.be/R7x5K_pTN5Y",8654 14828,653 2809,,,,,254,75,"260144641 2048383
294499921 2248091
352275361 2571353",2108 9,123 7079857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,"66
https://youtu.be/JV8N9qQQrPA","yzx
https://youtu.be/72kvrEvh8vA",0,"100
https://youtu.be/A5S3rDpwA-4",1498,"64
https://youtu.be/WYzFs2D4naA",,,,"144
https://youtu.be/9IeOsa8StXo",531,,5,,28,"64
https://youtu.be/udK-3dq3R_I",8,8,"240757875872
https://youtu.be/12tOwqxFWuY",42 5995,702 2869,,,,,119,75,"373301041 2685619
492884401 3307949
519885601 3442951",400 13,236 7469582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,"11
https://youtu.be/qjQBPiH7-Jo","yxz
https://youtu.be/thhkYwFMe7Y",490,"000
https://youtu.be/BI3WxaA5L1s","120
https://youtu.be/ZjBPR4USHGQ","170
https://youtu.be/XfToZsQ_zfA",,,,"72
https://youtu.be/BH0nCFgLn3I",10,,19,,533555,"32
https://youtu.be/IgqES7M8SPA",0,18,"36002376306
https://youtu.be/jqtjOzAoSDo",7285 6391,809 2695,,,,,343,31348,"607573201 3869893
705911761 4330747",80 77,384 8627816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,"118
https://youtu.be/N62JLfLPoiA","wxzy
https://youtu.be/XTVY4kUUnOg",60065,"1000
https://youtu.be/aRrsxARfTXA","5
https://youtu.be/LNiVvDHBSo0","317
https://youtu.be/hX5ijomoLQc (çàìåíà)",,,,"24
https://youtu.be/K8NZ0bIYU-E",41,,24,,555,"25
https://youtu.be/fkibDL_xEXM",12,42,"997001999
https://youtu.be/lSMikhi8XSU",1843 9253,1063 124,,,,,33,2198,"405405 135135 
530145 176715 
592515 197505 
626535 208845",,191 3975706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,"ÂÄ
https://youtu.be/4xN5usURZDM","zwyx
https://youtu.be/tOqsurxoJHA",324940,"1010
https://youtu.be/zxF38Zyu_d8","13
https://youtu.be/NTXo-BNi11E","195
https://youtu.be/6X29m7hIY9U",,,,"446
https://youtu.be/GE_BmPaQBeU",42,,"24
https://youtu.be/4xN5usURZDM",,2266222,"26
https://youtu.be/0AVkKFxZwjE",4,285,"1
https://youtu.be/hciAsBZHMnw",18979,43,,,,,82,7626,"30030 13
39270 17
43890 19
46410 17",,99 5177685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,"37
https://youtu.be/OT2_cr8lsmM","wyzx
https://youtu.be/pDJfzXHgEx8",7,"0000
https://youtu.be/nnPDKz9j140","2
https://youtu.be/xOcmLdqEAzg","240
https://youtu.be/2mPU9cGAaLE",,,,"888
https://youtu.be/eQufF2ta6uM",26,,12,,66,"28
https://youtu.be/5wCVY-xUaC0",3,102,"2
https://youtu.be/ixL08e2EdAA",419 4571,2483 1157,,,,,20,482,"540540 780
619344 828
637560 840
752400 912
865800 975
889200 988",,372 9602044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,"36
https://youtu.be/77EtIdMZ5DM","ywzx
https://youtu.be/nRZIMQsuimU",13354,"0001
https://youtu.be/YWilhtdm1J8","126
https://youtu.be/z3He86_BRUI","42
https://youtu.be/71yOFDimo2I",,,,"1026
https://youtu.be/l4QfeLJEaWw",290,,25,,226622,"21
https://youtu.be/UrH5dEGzFzQ",343,3,"4504
https://youtu.be/pv03V9bPabY",15720,2628 1659,,,,,128,470,"1113840 1105
1179360 1134
1208844 1148
1422720 1248
1499400 1275",,1214 18712791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,"ÀÆÂÇÅÁÄÃ
https://youtu.be/iyFQrKzf0b4","wxzy
https://youtu.be/0_kbksZaxUI",10499,"14
https://youtu.be/GGqiXOrpGSg","156
https://youtu.be/_Rw8H-aOLog","24997
https://youtu.be/eY47vv5qJmQ",,,,"446
https://youtu.be/Q1pqngLRh0g",2713,,211,,6,"22
https://youtu.be/6T-OCsguAPA",3,18,"1024
https://youtu.be/z9YvGlmDn48",8522 14652,2174 1415,,,,,4096,48,"2053440 1488
2098080 1504
2328480 1584
2620800 1680
2638944 1683
2692800 1700",,289 5249571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,"11
https://youtu.be/SJ4sMSNwDx0","xwzy
https://youtu.be/CxOEIOb12S4",56339,"13
https://youtu.be/pj10lPg2uhc","78
https://youtu.be/b7FzlpRLFvQ","667
https://youtu.be/2YDFptS4yL0",,,,"1866
https://youtu.be/FDyaE6KTllY",746,,125,,26222,"30
https://youtu.be/TErrECuI75Q",100,9,"2446
https://youtu.be/NZ3Ypni7OuA",6 4715,706 636,,,,,43,433,"887339 937
944759 967
1028171 1009
1052651 1021",,19493 1378891946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,"41
https://youtu.be/DLNIkHooTBY","xzwy
https://youtu.be/D_FrEoKwHYw",,"15
https://youtu.be/mDEOs6p4H0A","17
https://youtu.be/0UxcU0ik6S0","2498
https://youtu.be/lhVaAk5Ds5w",,,,"1558
https://youtu.be/kY4ZZeeCOhk",421,,53,,2266,"29
https://youtu.be/WI_goXvQYvs",E,25,"26250
https://youtu.be/9wZhggVBCYs",7062 4411,-895 844,,,,,86,757,"1040399 1021
1065023 1033
1102499 1051
1127843 1063",,288 24212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,"42
https://youtu.be/TADx2q_Gj0E","zwyx
https://youtu.be/_amDH-rYM88",,"12
https://youtu.be/0rtEGc5gqjw","13
https://youtu.be/zGRULdxb0Do","62
https://youtu.be/O1CBZeic9KI",,,,"2004
https://youtu.be/9sKGEJx9ga4",1167,,"141",,266,"25
https://youtu.be/oYLTJ6C7afo",6,3,"232
https://youtu.be/jkhog7P1X_4",1425 7847,-496 971,,,,,252,784,"867989 983
936461 1019",,738658 472223942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,"59
https://youtu.be/SmbpNF2rjCE","xzyw
https://youtu.be/FCAz2l2lhX8",,"111
https://youtu.be/zM27Mbm1BFk","15
https://youtu.be/PuazTxuxnMc","844
https://youtu.be/8PUdY0jhlP4",,,,"41984
https://youtu.be/leP9xImm38c",313,,"47",,2666,"24
https://youtu.be/Zw5e8FMGVaM",5,1,"1683
https://youtu.be/Hg63FU8CiZ4?t=50
https://youtu.be/WAKql2KajeQ",20510,1232 3,,,,,228,59,"39799 37
39979 37
39989 38
48799 37
48889 37
48989 38
49789 37
49999 40",,"2448 922012
https://youtu.be/B_r7kOK3PJo?t=18804",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,"53
https://youtu.be/ApLYUtciAUw","yzxw
https://youtu.be/FmAsEoznlhQ",,"5
https://youtu.be/EGSOBtBpXiM","29
https://youtu.be/yakMnTZX8y0","213
https://youtu.be/JxQwdldnziU",,,,"30618
https://youtu.be/28AhsDmq1dk",264,,"39",,2262,"21
https://youtu.be/BAnIea-4loU",1000,16,"89
https://youtu.be/Hg63FU8CiZ4?t=1204
https://youtu.be/4exthFtIkHk",35 45489,-860 5,,,,,176,"2087
https://youtu.be/3026tNHULro","38086 278
44998 302
53332 268",,9773 112496679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,"180
https://youtu.be/xhcDNNXdiEs","ywzx
https://youtu.be/p5uRMzoUrCo",,"5
https://youtu.be/5KOVCluVvtQ","95
https://youtu.be/EPu6N2hl9xE",2336,,,,"12825
https://youtu.be/RvdBK5ZJX5U",9,,"23",,266,"224
https://youtu.be/S5zTYT_B7yw",1210,3,"123
https://youtu.be/Hg63FU8CiZ4?t=1430
https://youtu.be/2Jw9NXyfV0M",19086 225593,2756 1765,,,,,32768,18,"1112221 2
1122220 22
1212112 38
1221121 6
1222210 30",,28779 370858650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,"21
https://youtu.be/ZFWTAwWk78o","yxz
https://youtu.be/alO6Kq5s9gc",,"8
https://youtu.be/GtfR8Qg8ZxQ","141
https://youtu.be/148L3bFP2DQ","141
https://youtu.be/v1HV8VbxbNk",,,,"15360
https://youtu.be/5mR6nUTY4ho",12,,"15",,447744,"240
https://youtu.be/dMD5z1gdoTw",14,7,"67
https://youtu.be/Hg63FU8CiZ4?t=1748
https://youtu.be/FBeJ5nv4tnU",58800 420,1680 182,,,,,3555,26,"100224482 7079
100905218 7103",,72 1087816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,"48
https://youtu.be/o2Ki8fZvk4o","zxy
https://youtu.be/PWMxTZHgntk",,"6
https://youtu.be/Fw1yRn_J0Lg","111
https://youtu.be/owFBFur1cLs","42
https://youtu.be/iGe5HWMB6kU",,,,"12825
https://youtu.be/TsQMQ58t_Rk",4,,"6",,77,"248
https://youtu.be/2QUeB2_fkaM","20
https://youtu.be/POmbJN2yrFY",32,"21
https://youtu.be/14XJsISaP_M?t=43
https://youtu.be/ms2NN80d5HQ",1409 9965,330 1,,,,,820,L1567,"103018658 7177
103305938 7187
103478498 7193
103881698 7207
103997042 7211",,1692457 3723971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,"61
https://youtu.be/AgYqO6JeWw4","zyx
https://youtu.be/r-yExSjS80I",,"6
https://youtu.be/M2L4oshpA5o","11
https://youtu.be/CRq1ZZmm6kA","98
https://youtu.be/g_jqSA-iL7I",,,,"3942
https://youtu.be/WgWTFlm-Qvs",255,,"18",,4477444,"192
https://youtu.be/CiJI1gxzKKE","8
https://youtu.be/_z31JhC_mWE",96,"99930181
https://youtu.be/14XJsISaP_M?t=263
https://youtu.be/ELKKPUWdJuI",1379 1213,299 1,,,,,973,U1618,"113010578 7517
113191058 7523
113371682 7529
113612738 7537
113733362 7541
113914418 7547
113974802 7549",,2958822 75360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,"70
https://youtu.be/SAniW-c4pm4","zyx
https://youtu.be/7gcGFN4lveQ",,"22
https://youtu.be/oWbMe-rMIp4","17
https://youtu.be/AXlBtA5hdo8","56
https://youtu.be/YGFCorvINXw",,,,"656
https://youtu.be/woOX74V34g4",3,,"25",,777,"128
https://youtu.be/hpFZSuAIZSg","12
https://youtu.be/2OlIlYENIMM",160,"14
https://youtu.be/14XJsISaP_M?t=419
https://youtu.be/rqL6E4MEWFA",1373 16135,7858 7494,,,,,377,X73,"55383364 13845841
56796482 28398241
58492928 28561
59105344 923521
59969536 14641
59973152 1874161",,1120742 3704113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,"40
https://youtu.be/wQeG5gRTsUE","xzy
https://youtu.be/Gxx5VJiMUbI",,"23
https://youtu.be/6dyzpPYA7NY","21
https://youtu.be/f3jLTRfVIDM","4
https://youtu.be/25-EXgEiVcM",,,,"144
https://youtu.be/mrHvyATu4_E",2707,,"582",,7744,"255
https://youtu.be/rp4QlPjHluo","16
https://youtu.be/d7ufm-eWNr4",8,"9920
https://youtu.be/0CW2j6LxF9U","2510 -19677 
https://youtu.be/kVkLt6DZjnc",258 2817,,,,,16,T72,"109401632 3418801 
110766728 13845841 
112550881 112550881 
113592964 28398241",,15079 128655900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,"ÁÃÄÀÇÅÂÆ
https://youtu.be/FfgzxkMeLtc","zxy
https://youtu.be/qFdQ7L8pkPQ",,"25
https://youtu.be/5saVSUY4otM","65
https://youtu.be/4VmKZW5Oc9w","411
https://youtu.be/9G87ReY04Y8",,,,"108
https://youtu.be/xEAy7P32Jf8",1644,,115,,44,"254
https://youtu.be/TBYXaTZF2MQ","9
https://youtu.be/8ikIT30hr5g",32,"4
https://youtu.be/26qVe5pmbRg","587 -9996 
https://youtu.be/6c3zDFz60e8",1171 588,,,,,229635,1521,"78074896 4879681
78675968 2401
80604484 20151121
81920000 625
84934656 81",,73 1146648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,"47
https://youtu.be/22k-YVhsdFQ","xyz
https://youtu.be/6KMqNO7lHB0",,"25
https://youtu.be/31YrOATNXOw","86
https://youtu.be/Fnj18hqxvyc","249
https://youtu.be/3rteaMeXKzo",,,,"324
https://youtu.be/4uaYv-8h2To",2960,,85,,44774,"3
https://youtu.be/lI7Nvxx9ZOs","5
https://youtu.be/V7LtJBwYUYg",68,"729
https://youtu.be/JDNFJcdH1-s","252 9971
https://youtu.be/e_b23QVXI38",13240 524,,,,,3861,19351,"63123848 7890481 
66724352 130321 
71639296 279841",,151 479306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,"15
https://youtu.be/kBYN8JcZ0J0","yzx
https://youtu.be/6n0gV9aLNms",,"28
https://youtu.be/jr_w6zMbju0","134
https://youtu.be/itUKha2npP0","222
https://youtu.be/L6Rrtz5_RNA",,,,"432
https://youtu.be/HBnZo73cd_Y",120,,"47
https://youtu.be/-6SlfqhJ8k8",,447,"6
https://youtu.be/NhlRFmi-zeM","13
https://youtu.be/_1-rBQooXs4",66,111111111,"5012 8 
https://youtu.be/Wg6mz1oGi8E",1616 10,,,,,8,5,"2095133040 19
https://youtu.be/QMU_Cn0LrUo",,1973 186888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,"23
https://youtu.be/c9khsGJZjJo","xyz
https://youtu.be/uqhnhnzVoSc",,"37
https://youtu.be/fUE7kVCCBgA","19
https://youtu.be/TLMWos-HuJA","112
https://youtu.be/8CvWiW9Bezw",,,,"720
https://youtu.be/UiqqAVwzxkM",2585,,16,,77,"5
https://youtu.be/vVHl88ASn-c","25
https://youtu.be/iBz6QkSPvHc",74,33333334,"3316 2
https://youtu.be/TcaVnbpGU8g",4084 30,,,,,25,139,551350800 17,,69327 629429656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,"40
https://youtu.be/Mw8pVp2PMf0","yzx
https://youtu.be/HhsNMepoTwo",,"20
https://youtu.be/qnVrBsaHsdA","25
https://youtu.be/hfeoQunEQSE","203
https://youtu.be/m70yTneZHBo",,,,"9373
https://youtu.be/HUKBU03H5HI",2511,,4,,47,"7
https://youtu.be/mQQMTUGKQi0","4
https://youtu.be/LowJPvD75wA",60,54199719,"3316 8125
https://youtu.be/a7WNV6sOphs",4181 33,,,,,493,7,810810000 13,,9190 22290630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,"11
https://youtu.be/R9me_GG_VI8","xzy
https://youtu.be/Q5SPD4peMgs",,"5
https://youtu.be/eBUhLCxsPzo","35
https://youtu.be/xMN0QX_Iw0E","56
https://youtu.be/uN6nnyl75K0",,,,"480
https://youtu.be/kW8aLQYa4Ig",893,,22,,39,"6
https://youtu.be/u74EJHMMpEc",5,30,270141174,"9 26 
https://youtu.be/XNXdpTNe9Zc ",3928 32,,,,,378,3703,341510400 11,,7729 9014241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,"52
https://youtu.be/yR9f2g7ECPY","xywz
https://youtu.be/dGKBrFkJ_rY",,"011
https://youtu.be/IY0YDsd2-mw","71
https://youtu.be/7NR3wcLZN-4","211
https://youtu.be/plbtFxpTjXg",,,,"1296
https://youtu.be/GMmZ6td-BLc","3
https://youtu.be/y7N-5jX99X0?t=3435",,21,,9933,"4
https://youtu.be/MKH5BPwKHNI",17,108,71991061,"3 7783
https://youtu.be/RTLRYidzDYE",4076 26,,,,,371,E1577,17297280 13,,79768 198554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,"1357
https://youtu.be/EOwTIlVkdjo","yxzw
https://youtu.be/4B53iVly5Ew",,"1100
https://youtu.be/2jLrVq-OZCs","78
https://youtu.be/mHu1mO-G4tU","354
https://youtu.be/HcJeXCeftY8",,,,"2880
https://youtu.be/N0aPQVeLS_8",1549,,34,,3,"1
https://youtu.be/cL_mbwqOPyM","38
https://youtu.be/iVAZzW2f3yA",95,112,"7 2 
https://youtu.be/JOLYc_Gfq0A",801 15,,,,,362,X1560,"700000 72
700128 144
702000 160
702240 192
720720 240",,1983 199987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,"22
https://youtu.be/CThEHjpJCwc","zwxy
https://youtu.be/EFx48dJHN1g",,"11
https://youtu.be/SSnMLrfF7rk","105
https://youtu.be/lIzWAgJ-aIo","159
https://youtu.be/ciYYjlVbSMY",,,,"5184
https://youtu.be/78YRF0Kpfvc

",2203,,11,,993,"64
https://youtu.be/TUjO1_Atzes","37
https://youtu.be/vzFl9vrMK7o",79,320,"140 17031
https://youtu.be/gWTLc2TQ1rI",676 13,,,,,220,W1608,"702122 4
702123 8
702124 12
702125 16
702126 24",,1983 15998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,"12
https://youtu.be/lSt7nnCReH8","yxz
https://youtu.be/RH-xXpey1lk",,"13
https://youtu.be/tyauA4Kjx20","138
https://youtu.be/9AYfa8KuQxY",,,,,"504
https://youtu.be/_1yEa3BmFww",104,,5,,3999,"8
https://youtu.be/RasVjKd_K_c","38
https://youtu.be/2vtYfOfsaFw",8,576,"359 115022
https://youtu.be/aT4WUStQow0",516 13,,,,,825,V38429,"29 9999971
27 9999973
9 9999991
19 10000019
79 10000079
103 10000103",,228 3212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
